8.24012355,13.94364186,1.78461729,-0.06109052,0.02764670,0.99774927
8.16123858,13.81572116,1.77021204,-0.06109052,0.02764670,0.99774927
8.08235362,13.68780046,1.75580679,-0.06109052,0.02764670,0.99774927
8.00346866,13.55987976,1.74140154,-0.06109052,0.02764670,0.99774927
7.92458370,13.43195907,1.72699629,-0.06109052,0.02764670,0.99774927
7.84569873,13.30403837,1.71259104,-0.15633056,0.09342656,0.98327631
7.76625910,13.17643790,1.70595796,-0.15633056,0.09342656,0.98327631
7.68646096,13.04904439,1.70434835,-0.15633056,0.09342656,0.98327631
7.60666282,12.92165089,1.70273875,-0.15633056,0.09342656,0.98327631
7.52685251,12.79428053,1.70123912,-0.15633056,0.09342656,0.98327631
7.44694487,12.66709530,1.70061922,-0.15633056,0.09342656,0.98327631
7.36703723,12.53991007,1.69999933,-0.24544439,0.15774995,0.95648944
7.28712959,12.41272483,1.69937943,-0.24544439,0.15774995,0.95648944
7.20722195,12.28553960,1.69875954,-0.24544439,0.15774995,0.95648944
7.12731432,12.15835437,1.69813964,-0.24544439,0.15774995,0.95648944
7.04740668,12.03116914,1.69751975,-0.24544439,0.15774995,0.95648944
6.96749904,11.90398390,1.69689985,-0.24544439,0.15774995,0.95648944
6.96749904,11.90398390,1.69689985,-0.24544439,0.15774995,0.95648944
7.10130130,11.82276584,1.70874687,-0.24544439,0.15774995,0.95648944
7.23510356,11.74154778,1.72059388,-0.24544439,0.15774995,0.95648944
7.36890582,11.66032972,1.73244090,-0.24544439,0.15774995,0.95648944
7.50270808,11.57911166,1.74428791,-0.15633056,0.09342656,0.98327631
7.63651034,11.49789360,1.75613492,-0.15633056,0.09342656,0.98327631
7.77031261,11.41667554,1.76798194,-0.15633056,0.09342656,0.98327631
7.90412357,11.33539073,1.77876777,-0.15633056,0.09342656,0.98327631
8.03809484,11.25355004,1.78319203,-0.06109052,0.02764670,0.99774927
8.17206610,11.17170935,1.78761628,-0.06109052,0.02764670,0.99774927
8.17206610,11.17170935,1.78761628,-0.06109052,0.02764670,0.99774927
8.25186424,11.29910285,1.78922589,-0.06109052,0.02764670,0.99774927
8.33166238,11.42649635,1.79083549,-0.06109052,0.02764670,0.99774927
8.41146052,11.55388986,1.79244509,-0.06109052,0.02764670,0.99774927
8.49125867,11.68128336,1.79405469,-0.06109052,0.02764670,0.99774927
8.57105681,11.80867686,1.79566429,-0.05255079,0.02077143,0.99840224
8.65085495,11.93607036,1.79727389,-0.05255079,0.02077143,0.99840224
8.73065309,12.06346386,1.79888350,-0.05255079,0.02077143,0.99840224
8.81045123,12.19085736,1.80049310,-0.05255079,0.02077143,0.99840224
8.89013504,12.31873817,1.80212831,-0.05255079,0.02077143,0.99840224
8.96977070,12.44682417,1.80377430,-0.05255079,0.02077143,0.99840224
9.04935080,12.57476356,1.80724786,-0.05255079,0.02077143,0.99840224
9.12884493,12.70247614,1.81354897,-0.05255079,0.02077143,0.99840224
9.20833905,12.83018871,1.81985008,-0.05255079,0.02077143,0.99840224
9.28783318,12.95790129,1.82615119,-0.05255079,0.02077143,0.99840224
9.36732730,13.08561387,1.83245230,-0.05132437,0.01829004,0.99851447
9.44682142,13.21332645,1.83875341,-0.05132437,0.01829004,0.99851447
9.44682142,13.21332645,1.83875341,-0.05132437,0.01829004,0.99851447
9.31302346,13.29442848,1.83429034,-0.05132437,0.01829004,0.99851447
9.17922550,13.37553052,1.82982726,-0.05255079,0.02077143,0.99840224
9.04497981,13.45672911,1.82553485,-0.05255079,0.02077143,0.99840224
8.91064457,13.53794701,1.82127656,-0.05255079,0.02077143,0.99840224
8.77630934,13.61916491,1.81701828,-0.05255079,0.02077143,0.99840224
8.64197410,13.70038281,1.81276000,-0.05255079,0.02077143,0.99840224
8.50763887,13.78160071,1.80850171,-0.06109052,0.02764670,0.99774927
8.37380901,13.86264595,1.79751999,-0.06109052,0.02764670,0.99774927
8.24012355,13.94364186,1.78461729,-0.06109052,0.02764670,0.99774927
-10.00000000,-10.00000000,-10.00000000,-10.00000000,-10.00000000,-10.00000000
9.98218104,12.88936088,1.85108853,-0.00797553,-0.00804850,0.99993581
9.90254537,12.76127489,1.84944253,-0.05132437,0.01829004,0.99851447
9.82302503,12.63349316,1.84400348,-0.05132437,0.01829004,0.99851447
9.74353091,12.50578058,1.83770237,-0.05132437,0.01829004,0.99851447
9.66403678,12.37806800,1.83140126,-0.05132437,0.01829004,0.99851447
9.58454266,12.25035542,1.82510015,-0.05132437,0.01829004,0.99851447
9.50496256,12.12241603,1.82162659,-0.05132437,0.01829004,0.99851447
9.42532689,11.99433004,1.81998060,-0.05132437,0.01829004,0.99851447
9.34569122,11.86624405,1.81833461,-0.05132437,0.01829004,0.99851447
9.26605555,11.73815805,1.81668861,-0.05255079,0.02077143,0.99840224
9.18641989,11.61007206,1.81504262,-0.05255079,0.02077143,0.99840224
9.10678422,11.48198607,1.81339663,-0.05255079,0.02077143,0.99840224
9.02714374,11.35392059,1.81175171,-0.05255079,0.02077143,0.99840224
8.94734560,11.22652709,1.81014211,-0.05255079,0.02077143,0.99840224
8.86754745,11.09913359,1.80853251,-0.05255079,0.02077143,0.99840224
8.78774931,10.97174009,1.80692291,-0.05255079,0.02077143,0.99840224
8.70795117,10.84434659,1.80531330,0.05380864,-0.04146075,0.99769020
8.70795117,10.84434659,1.80531330,0.05380864,-0.04146075,0.99769020
8.82852531,10.77068997,1.80929513,0.05380864,-0.04146075,0.99769020
8.94909945,10.69703334,1.81327696,0.05380864,-0.04146075,0.99769020
9.06967360,10.62337672,1.81725879,0.05380864,-0.04146075,0.99769020
9.19024774,10.54972010,1.82124062,0.05380864,-0.04146075,0.99769020
9.31039645,10.47677093,1.81495186,0.05380864,-0.04146075,0.99769020
9.43032818,10.40406093,1.80228485,0.05380864,-0.04146075,0.99769020
9.55025992,10.33135094,1.78961784,0.05380864,-0.04146075,0.99769020
9.67019165,10.25864094,1.77695083,0.05380864,-0.04146075,0.99769020
9.79012339,10.18593095,1.76428381,0.05380864,-0.04146075,0.99769020
9.91005512,10.11322095,1.75161680,0.05380864,-0.04146075,0.99769020
9.91005512,10.11322095,1.75161680,0.05380864,-0.04146075,0.99769020
9.98969079,10.24130695,1.75326280,0.05380864,-0.04146075,0.99769020
